attom_id,city,country,state,post_code,confidencescore,estimatedvalue,fsd,safety_flag
196575349,Somerville,US,NJ,8876,66,439000.0,20.0,False
8122972,Sparks,US,NV,89436-7480,85,398000.0,12,False
169800840,Flushing,US,NY,11367,62,1147000.0,23,False
186995001,Portland,US,OR,97221-3745,74,562000.0,17,False
1455044,Ocala,US,FL,34472,79,140000.0,15,False
10724842,West Palm Beach,US,FL,33411-6401,93,251000.0,9,False
144939840,Louisville,US,KY,40211-3116,78,108000.0,16,False
19310122,Sanford,US,FL,32771-6740,88,235000.0,11,False
42471916,Saint Louis,US,MO,63144-1027,77,462000.0,16,False
45595405,Athens,US,NY,12015-1322,57,231000.0,25,False
154207839,Brooklyn,US,NY,11217,41,2678000.0,36,False
36347458,San Antonio,US,TX,78259-2275,81,250000.0,14,False
215787550,Spring Mills,US,PA,16875-8327,60,269000.0,24,False
11543567,Port Saint Lucie,US,FL,34983,77,176000.0,16,False
209597434,Findlay,US,OH,45840-8893,83,199000.0,13,False
178783639,Harleysville,US,PA,19438,81,562000.0,14,False
45107718,Towson,US,MD,21286,82,222000.0,14,False
47360411,San Antonio,US,TX,78217-1459,77,170000.0,16,False
19217398,Chicago Heights,US,IL,60411-3207,42,53000.0,37,False
212730487,Remer,US,MN,56672,46,193000.0,36,False
158495189,Hammond,US,IN,46327-1315,43,110000.0,36,False
182781392,Springfield,US,OH,45503-6132,71,143000.0,19,False
47172157,Morrisville,US,PA,19067,68,375000.0,20.0,False
48839096,Brooklyn,US,NY,11229-4901,60,1366000.0,24,False
20571002,Anaheim,US,CA,92806,90,634000.0,11,False
147643083,Whittier,US,CA,90606,74,486000.0,17,False
13843293,Portage,US,IN,46368-2225,85,214000.0,12,False
46834908,New City,US,NY,10956,85,526000.0,13,False
3612682,Verona,US,PA,15147-1617,55,58000.0,27,False
41517728,Pearland,US,TX,77584-5101,90,320000.0,10.0,False
30828644,Bear,US,DE,19701-3002,85,268000.0,13,False
44585817,Atoka,US,TN,38004-7747,89,245000.0,11,False
24205308,Philadelphia,US,PA,19151-3620,52,160000.0,28,False
37335740,Pittsburgh,US,PA,15228-2566,77,235000.0,16,False
4800652,North Little Rock,US,AR,72118-3073,77,81000.0,16,False
174915469,Niles,US,IL,60714-2742,82,331000.0,14,False
213111029,Bristol,US,VA,24202,48,151000.0,33,False
188396132,Arlington,US,VA,22209,78,174000.0,16,False
13568192,Nashville,US,TN,37216-4219,70,330000.0,19,False
21581505,Houston,US,TX,77084-6123,85,224000.0,13,False
252447331,Riverview,US,FL,33579-9341,92,309000.0,9,False
2232006,Irving,US,TX,75060,86,231000.0,12,False
140859524,Middletown,US,NY,10940-6645,84,58000.0,13,False
12851211,Glendale,US,CA,91205,50,514000.0,29,False
17810520,Orlando,US,FL,32825,80,279000.0,15,True
199573960,Gravette,US,AR,72736-8961,81,186000.0,14,False
208731520,Stratford,US,CA,93266,40,192000.0,41,False
41341507,Englewood,US,OH,45322,63,132000.0,22,False
183705510,Bountiful,US,UT,84010-4537,58,374000.0,24,True
43101032,Turlock,US,CA,95382,90,524000.0,10.0,False
51919572,Lancaster,US,CA,93536-6077,90,337000.0,11,False
156905572,San Diego,US,CA,92102,66,439000.0,20.0,True
238173847,Spring,US,TX,77386-4199,90,651000.0,11,False
14159511,Marietta,US,GA,30008-6084,79,169000.0,15,False
18955770,Phoenix,US,AZ,85032-7205,77,319000.0,16,False
143111110,Sacramento,US,CA,95831,67,430000.0,21,False
20168494,Springville,US,NY,14141,54,122000.0,28,False
31460392,Dekalb,US,IL,60115,87,107000.0,12,False
142733282,Titusville,US,FL,32780-8126,56,149000.0,26,False
147876598,Pittsburgh,US,PA,15236,62,164000.0,23,False
28967382,Iselin,US,NJ,08830-1205,75,282000.0,16,False
203793636,Baltimore,US,MD,21212-2935,74,411000.0,17,False
8740261,Nashville,US,TN,37207-3015,57,98000.0,26,False
142734415,San Jose,US,CA,95127-1013,70,1118000.0,18,False
186155824,Black Mountain,US,NC,28711,81,381000.0,14,False
194660043,Shreveport,US,LA,71104,60,91000.0,24,False
177099734,Hendersonville,US,NC,28792-1148,80,249000.0,15,False
190706443,Rockville,US,MD,20850-6001,88,197000.0,11,False
159189911,Peoria,US,AZ,85345-8364,63,483000.0,22,False
169587878,New York,US,NY,10025,44,2647000.0,37,False
177486212,Bessemer City,US,NC,28016-5619,56,279000.0,29,False
166054748,Corpus Christi,US,TX,78415,60,88000.0,23,False
144514844,Wallingford,US,PA,19086-6769,82,220000.0,14,False
190919284,Mandeville,US,LA,70448-1022,92,273000.0,10.0,False
218405241,Traverse City,US,MI,49685,39,348000.0,34,False
201036378,Cliffside Park,US,NJ,7010,60,618000.0,23,False
21866567,Madera,US,CA,93637-8652,80,288000.0,15,False
53779878,Chicago,US,IL,60641-4229,83,291000.0,14,False
209197923,Troy,US,NY,12180,55,142000.0,31,True
196464612,Wolcott,US,CT,6716,56,390000.0,26,False
2676756,South Amboy,US,NJ,08879-2050,54,291000.0,31,False
149016896,Kansas City,US,KS,66101-3416,40,69000.0,37,False
148922119,Arlington,US,TX,76018,91,291000.0,10.0,False
192978079,Six Mile,US,SC,29682,69,165000.0,19,False
8506483,Houston,US,TX,77043-4615,86,356000.0,12,False
214290617,Lynchburg,US,VA,24503-4103,59,276000.0,24,False
8554534,MIDLAND,US,TX,79705-6122,57,421000.0,26,False
248934061,Bronx,US,NY,10455-1391,42,609000.0,39,False
46137584,Paso Robles,US,CA,93446,80,544000.0,15,False
212626062,State College,US,PA,16801-7299,74,655000.0,17,False
54408959,Rogers,US,AR,72756,69,179000.0,19,False
142958869,Tulsa,US,OK,74136,70,566000.0,19,False
252247910,Clermont,US,FL,34715,51,365000.0,27,False
25098990,Lubbock,US,TX,79411-1517,58,110000.0,25,False
48141953,Graham,US,NC,27253-8248,57,100000.0,26,False
211220305,Victoria,US,TX,77904,84,112000.0,13,False
149541234,Saint Charles,US,MO,63303,83,131000.0,14,False
168649489,New York,US,NY,10009,45,777000.0,33,True
13567772,Providence,US,RI,02908-2107,75,287000.0,17,False
22011308,Grosse Pointe Park,US,MI,48230,70,427000.0,19,False
218019647,Belgrade,US,MT,59715,84,310000.0,13,False
160656224,Fort Lauderdale,US,FL,33316-3832,75,988000.0,16,False
324031819,Fort Worth,US,TX,76131,87,255000.0,12,False
154535968,Venice,US,CA,90291-3518,63,1435000.0,21,False
38641082,Dunn,US,NC,28334,55,93000.0,26,False
168183559,New York,US,NY,10028,56,432000.0,27,False
185037696,Auburn,US,WA,98001-9403,70,295000.0,18,False
46338667,Homestead,US,FL,33033,74,334000.0,17,False
35009853,New Windsor,US,MD,21776-9725,68,247000.0,19,False
188418790,Stillwater,US,MN,55082,79,241000.0,15,False
249331064,Mountain View,US,CA,94041,77,2073000.0,16,False
37846560,South Bound Brook,US,NJ,08880-1401,68,266000.0,20.0,True
29543912,montgomery village,US,MD,20886,92,263000.0,9,False
200967956,Secaucus,US,NJ,7094,91,318000.0,10.0,False
151782788,Oakland,US,CA,94606-1151,36,958000.0,56,False
176490114,Thomasville,US,NC,27360,74,245000.0,17,False
217531462,Gilbert,US,AZ,85298,94,322000.0,8,False
183042843,Chagrin Falls,US,OH,44023,67,262000.0,20.0,False
49416130,Fort Lauderdale,US,FL,33316-1114,44,331000.0,38,False
